,user_id,job_title,skill_name,rating
72,4248,1 x Forester Harvesting and 2 x Forest Management and Stewardship forester,procurement,1
73,4248,1 x Forester Harvesting and 2 x Forest Management and Stewardship forester,team communication,1
74,1900,"1 x HEO - Team Leader - Appeals, Litigation and Administrative Review (ALAR) - Feltham (6 New Square)",budget forecasting,1
75,10932,1 x SEO - 3iS Secretariat Manager,prioritising,1
76,9614,"1, Operational Policy, Training and Guidance Advisers. 2, Departmental Representative",providing constructive challenge,1
77,7165,100111 EO Personal Assistant/Office Administrator,diary management,1
78,14245,105 Regiment Training and Information Management Clerk,writing briefing notes,1
79,13243,107800 Three Grade 7 Team leaders,prioritisation,1
80,12823,"10x EO - Caseworker - Subject Access Request Unit (SARU), Immigration, Information, Improvement and Support (3iS) - Sheffield",data acquisition,1
81,11119,"11 posts available: Senior Analyst Roles, Data & Analytical Services Directorate",data communication,1
82,1257,12 month Senior Statistician Office of the Sentencing Council,data,1
83,13207,134730 - HEO Training Specialist,programme design,1
84,13924,139932 - SEO Business Planning Manager,financial controls,1
85,10124,159158 - Head of Government Security Analysis and Reporting Team,working with external partners,1
86,3558,159418 - People and Capability Business Support,leadership,1
87,11755,16 Sqn Adjutant,process mapping,1
88,7305,16 Sqn Administrative Officer,process mapping,1
89,7571,1609099 - Executive officer,customer support,1
90,16019,1626941: Lead Technical Architect and Senior Technical Architect,technical design,1
91,11814,1630748: Senior User Researcher,user research,1
92,6976,1631366. Customer Services Consultant - Edinburgh/Bathgate (098R),communication,1
93,3801,1631423 Customer Services Consultant - Liverpool/Bootle Part-Time Evening,communication,1
94,13873,1634379. Forensic Practitioner,digital literacy,1
95,15813,1634943: Physical Security Specialist - Central Intelligence Unit,identifying risk,1
96,17365,1636113 Customer Services Consultant - Cardiff (100R),communication,1
97,12055,1636198 Customer Services Consultant - Cardiff part-time evenings (100R),communication,1
98,6101,1636379 Customer Services Consultant - Manchester/Salford (100R),communication,1
99,13300,1636849 - DWP Operations,stakeholder management,1
100,5595,1637239 Senior Investigation Officer,data security and assurance,1
101,7541,1638553 - SO Operational Leader (various locations),stakeholder management,1
102,7541,1638553 - SO Operational Leader (various locations),communicating risk,1
103,16538,1641720. Contact Centre Telephone Advisor,delivery,1
104,3871,1643143: Lead Test Engineer,communicating risk,1
105,17557,1643698: Associate Service Transition Manager,management system software,1
106,10527,1644096 - Associate Test Engineer,continuous delivery,1
107,10527,1644096 - Associate Test Engineer,agile project management,1
108,10220,19.96 AO Junior Performance Analyst,auditting,1
109,8857,191.04 SEO HR Business Partner,employee relations,1
110,5711,191.07 HEO Business Intelligence and Planning,managing forecasting resources,1
111,11421,191.19 HEO Project Manager,project risk management,1
112,3859,191.46 SEO Senior Commercial Manager,procurement,1
113,171,1FTE Senior Probation Officer,leadership,1
114,6935,1FTE Senior Probation Officer,leadership,1
115,10143,1st Bty Clerk ABW,document user specifications,1
116,12559,"1x Grade 6 - Head of Visa & Citizenship External Relations, UKVI",balancing quality and cost effectiveness,1
117,10766,1x Grade 7 - Senior User Researcher - HMPO,line management,1
118,4448,1x SEO - Data Protection and Quality Team (DPQT) – Data Quality and Cleansing Lead,quality assurance,1
119,6989,2 G6 roles: UK-Australia Negotiation Strategy Lead and Dispute Settlement Lead,negotiation,1
120,15961,2 Roles (1) International Human Rights Policy Post 2: International Rule of Law and Multilateral (2) International Rule of Law and Multilateral,leadership,1
121,12154,2 x Engagement Managers - Northern Powerhouse Inward Investment Hub Team,team workload management,1
122,6479,2 x Grade 6s in Floods and Water Cluster - Head of Future Water Services and Head of floods infrastructure and funding policy,developing key performance indicator,1
123,6479,2 x Grade 6s in Floods and Water Cluster - Head of Future Water Services and Head of floods infrastructure and funding policy,water management,1
124,12246,2 x Part Time (0.6FTE) Assistant Area Land Agents,commercial negotiation,1
125,14292,"2 x Senior Intelligence Managers, Operational Intelligence Unit",identifying risk,1
126,16513,20 Sqn RLC A Troop SZ 2 Driver,troubleshooting,1
127,15742,20.20 Senior Business Analyst,agile project management,1
128,14371,20.23 SCS Executive Director of Strategy & Performance,prioritisation,1
129,12460,20.26 SCS Executive Director for Business Transformation,sustainability,1
130,10856,20.32 SEO Senior Financial Accountant,business architectures,1
131,9280,20.43 AO Administrative Officer (Barring & Safeguarding),data,1
132,10980,20.62 SEO Policy Briefs and Official Correspondence Manager,negotiation,1
133,5377,20.67 EO Day Quality Assurance Manual Filtering Senior Agent - Open to DBS Production Staff only,record management,1
134,2509,2021 Census Outputs Dissemination Manager,web technology,1
135,9553,202107: Youth Justice Worker - HMYOI Cookham Wood,balancing quality and cost effectiveness,1
136,10499,202111: Youth Justice Worker - HMYOI Wetherby,balancing quality and cost effectiveness,1
137,705,2022-1819- B1-Information Governance Support Officer,management information,1
138,7535,2022-2056-B1-Office Manager,governance progammes,1
139,4164,2022-2243- C1-Planning and Quality Division - Team Leaders (Various),team communication,1
140,748,202202: Youth Justice Worker - HMYOI Cookham Wood(Copy),balancing quality and cost effectiveness,1
141,3213,202202: Youth Justice Worker - HMYOI Feltham,balancing quality and cost effectiveness,1
142,11611,202204: Prison Officer - HMP Highpoint,decision making,1
143,1056,202204: Prison Officer - HMP Kirkham,decision making,1
144,12530,202204: Prison Officer - HMP Liverpool,decision making,1
145,12418,202204: Prison Officer - HMP North Sea Camp,decision making,1
146,25,"202204: Prison Officer - HMP Swaleside, HMP Elmley and HMP Standford Hill",decision making,1
147,11405,202205: Prison Officer - HMP Durham,decision making,1
148,9333,202205: Prison Officer - HMP Feltham,decision making,1
149,9573,202205: Prison Officer - HMP Hollesley Bay and HMP Warren Hill,decision making,1
150,3352,202205: Prison Officer - HMP Huntercombe,decision making,1
151,17282,202205: Prison Officer - HMP Lewes,decision making,1
152,6740,202205: Prison Officer - HMP Manchester,decision making,1
153,15901,202205: Prison Officer - HMP Morton Hall,decision making,1
154,1016,202205: Prison Officer - HMP Whatton,decision making,1
155,7452,202206: Prison Officer - HMP Brinsford and HMP Featherstone,decision making,1
156,16597,202206: Prison Officer - HMP Channings Wood,decision making,1
157,4490,202206: Prison Officer - HMP Erlestoke,decision making,1
158,1027,202206: Prison Officer - HMP Portland and HMP The Verne,decision making,1
159,4938,202207: Prison Officer - HMP Feltham,decision making,1
160,5167,202207: Prison Officer - HMP Manchester,decision making,1
161,13459,20X Discipline Clerk,security,1
162,13414,21.09 - HEO Complaints Manager - Open to DBS employees only on temporary promotion and level transfer,gap analysis,1
163,2813,21.101 Associate Director Service Management,delivering technology change,1
164,14986,21.112 Content Designer,social media analytics,1
165,12781,21.113 Delivery Manager,internal stakeholder management,1
166,12781,21.113 Delivery Manager,communication,1
167,11933,21.113 Senior User Researcher,communication,1
168,8822,21.116 Lead Data Engineer,line management,1
169,8822,21.116 Lead Data Engineer,project plan,1
170,1080,21.131 Compliance Officer,management,1
171,16080,21.139 Project Manager,agile project management,1
172,3169,21.141 Financial Accountant,financial controls,1
173,11559,21.151 Project Support Officer,project control and reporting,1
174,2906,21.154 Technical Security Research and Assurance Associate **criteria amendment** - closing date extended to 28/11/21,auditting,1
175,17536,21.155 Senior Performance Analyst,line management,1
176,5173,21.156 Finance Officer,management,1
177,5173,21.156 Finance Officer,financial controls,1
178,15369,21.165 G7 Commercial Lawyer,governance,1
179,3538,21.166 Project Manager,project risk management,1
180,3710,21.171 *Temporary Promotion**Open to DBS staff only**  Evening Shift Team leader,continous improvement,1
181,11678,21.173 Junior User Researcher,team management,1
182,15815,21.174 User Researcher,user research,1
183,12698,21.25 G7 Head of IT Controls,manage budgets,1
184,13606,21.38 SEO Senior Commercial Manager **Extended deadline**,procurement,1
185,10523,21.41  SEO Policy Briefs and Official Correspondence Manager,negotiation,1
186,12671,21.72 Head of Management Accounts,governance progammes,1
187,8555,21.89 Head of Customer Services,customer support,1
188,13698,21.90 Head of Business Improvement,governance progammes,1
189,11700,22.07 HEO Technical Security Research and Assurance Associate,auditting,1
190,2957,22.19 Administrative Officer - Barring and Safeguarding,sensitive material,1
191,15536,22.23 SEO User Researcher,user research,1
192,9163,22.24 SEO Digital Delivery Manager,team workload management,1
193,3848,22.40 Technical Security Assurance Associate,security,1
194,11260,22.45 Senior HR & OD Practitioner,user research,1
195,11260,22.45 Senior HR & OD Practitioner,leadership,1
196,2657,22.48 G7 Litigation Lawyer,cultural change,1
197,8423,22.74 Commercial Development Manager (Commercial Marketing),communication,1
198,5534,22.77 **OPEN TO DBS STAFF ONLY**  TP EO Senior Caseworker (Customer Services),presentation writing,1
199,8342,22.86 G7 Lead Data Engineer,line management,1
200,15944,22.88 Strategic Supplier Relationship Manager,supplier management,1
201,790,22.89 Procedures Writer,staff communication,1
202,9957,22.94 AO Customer Service Agent,customer support,1
203,14020,2nd Line IT Support,change management,1
204,3167,2nd Line Support Technician,software design,1
205,15099,2nd Line Support Technician,it development,1
206,3167,2nd Line Support Technician,change management,1
207,12277,2nd Line Support Technician (Sheffield) Apprenticeship,data acquisition,1
208,9366,2x Assistant Commercial Capability & Policy Lead 1x Commercial Programme Support for Sustainable Procurement Programme,auditting,1
209,13189,2x G7 Senior Assurance Manager,digital literacy,1
210,13189,2x G7 Senior Assurance Manager,agile project management,1
211,9282,2x SEO analysts - Energy and Net Zero Policy Research & Evaluation,contract management,1
212,5789,2xG7 Better Regulation Analytical Leads,data,1
213,7859,3 REGIMENT ROYAL MILITARY POLICE WELFARE ASSISTANT,international politics,1
214,12567,"3 x Asset Delivery Managers - Waterfront, Systems, Built Estate & Personnel",auditting,1
215,12567,"3 x Asset Delivery Managers - Waterfront, Systems, Built Estate & Personnel",maintaining office machinery,1
216,5971,3 x Policy Advisers - Income Tax Policy,local policy,1
217,7796,3 x Senior Policy Adviser roles in Migration & Borders Group,local policy,1
218,7796,3 x Senior Policy Adviser roles in Migration & Borders Group,developing key performance indicator,1
219,15447,37877 - Court Usher,sort and distribute mail,1
220,10676,38X - NIGSU Band D Stores Officer  and Stores Officer NISGS - TWO POSITIONS,maintaining office machinery,1
221,16395,39066 - DTS - Technical Infrastructure Product Manager,management system software,1
222,13190,39175 - Usher - Leicester (p),sort and distribute mail,1
223,7899,39578 - Tribunals Clerk (Administrative Officer),team workload management,1
224,7494,3NL National Lottery Regulatory Manager (NL10/13),business architectures,1
225,15117,3x Senior Executive Officer (SEO) Service Designer,change control management,1
226,1223,4 INF BDE & HQ NORTH EAST - SO2 CIVIL MILITARY INTEGRATION ABW,internal stakeholder management,1
227,8588,4 PWRR BHQ MT Storekeeper Driver,commercial advice,1
228,9704,"4 x SEOs: Senior policy advisers: Behaviour, Attendance, Exclusion and Alternative Provision (BAEA) Division",communication,1
229,14719,42 Engineer Regiment (Geographic) Capability Development Senior Geospatial Information Systems Analyst,prioritisation,1
230,368,46489 - Executive Case Manager,legal advice,1
231,368,46489 - Executive Case Manager,case management,1
232,5126,48993 - Usher/Clerical Assistant - Shrewsbury Crown Court (p,sort and distribute mail,1
233,12954,49878 - Programmes Manager,data modelling,1
234,6309,4C's Co-ordinator,record management,1
235,6309,4C's Co-ordinator,invoicing,1
236,6363,4Cs Duty Holder,communicating risk,1
237,5467,4NLC Economic Forecasting Manager,financial information,1
238,9503,4PWRR B Coy Storekeeper Driver,commercial advice,1
239,9711,"4th Infantry Brigade & Headquarters North East, Land Training Area and Ranges (LTAR) Inspecting Officer",oral presentations,1
240,2923,5 FS Bn REME Welfare Clerk(Copy),troubleshooting,1
241,5939,"50278 - Head of Performance, Assurance and Comms, Multi-Agency Response to Serious Organised Crime (MARSOC) Programme",developing key performance indicator,1
242,17302,57400 - Neurodiversity Support Manager - HMP Leeds,test development,1
243,5907,58422 - People Officer,spreadsheets,1
244,1625,60954 - Business Manager - North and North East Lincolnshire PDU,communicating risk,1
245,1625,60954 - Business Manager - North and North East Lincolnshire PDU,governance progammes,1
246,14615,62 Military Intelligence Company Administrative Officer,record management,1
247,17575,6x Farm Animal Health & Welfare Policy Advisors,managing consulation responses,1
248,17627,7021 - Senior Property Delivery Manager,legal advice,1
249,13882,7027 - Assistant Surveyor,legal advice,1
250,1918,7046 - End User Computing Engineer x2,record management,1
251,13387,7095 - Associate Cyber Security Analyst,critical incident management,1
252,6806,7213 - Lead Developer (Drupal),troubleshooting,1
253,6288,7257 - Head of IT Service Delivery,portfolio and progamme management,1
254,2584,7392 - Cafcass Cymru - Business Support (Carmarthen or Newtown),parliamentary process,1
255,201,"7442 - Equality, Race and Disability Units: Research Officer and Senior Research Officer",problem solving,1
256,3032,7458 - Technical Architect (x2),web technology,1
257,14411,"7695 - Head of Business Management, Digital and Corporate Services",project management,1
258,7015,7767 - Commercial Property Lawyer,government housing,1
259,13832,"8 x Immigration Officer, Experienced Criminal Investigator - Criminal and Financial Investigation (Salary plus AHA c. 30%) – Hounslow & Basingstoke",working with external partners,1
260,4978,81329 - Service Manager (Product Support Manager),communicating risk,1
261,5434,81403 - Test Engineer,test development,1
262,9547,84723 - Data Engineer,developing reporting,1
263,9547,84723 - Data Engineer,software development,1
264,15022,85517 Senior Software Engineer and Software Engineer,leadership,1
265,6244,91604 Grade 7 Strategic Resilience Adviser EAST OF ENGLAND REGION,sensitive material,1
266,12427,919-33197420-RR-EXT Senior Mathematical Modeller,presentation writing,1
267,4856,919-35188060-CPEXT Project Manager,project risk management,1
268,4856,919-35188060-CPEXT Project Manager,delivery,1
269,9104,919-AA-11467865-EXT-Healthcare Scientist Support Worker,relationship building,1
270,13427,919-AA-19352681-INT-Healthcare Scientist Support Worker,business intelligence ,1
271,10732,919-AA-30384721-EXT-Surveillance Scientist,reporting risk,1
272,13800,919-AA-32828428-EXT-Project Administrator,file management,1
273,16114,919-AA-37026923-INT-  Bioinformatician X3,molecular testing,1
274,12046,919-AA-38163314-EXT-Senior Scientist,data,1
275,6341,919-AK-19824580-EXT- PERM - HR Adviser,relationship management,1
276,17654,919-AP-25223333-EXT-D - Senior DevOps Engineer,documentation management,1
277,17040,919-AP-25526971-EXT-D - Developer in Test,project control and reporting,1
278,7724,919-AP-25527120-EXT-4 - Developer,test development,1
279,6756,919-AP-30384719-EXT - Healthcare Scientist,interpreting data,1
280,2532,919-AW35153124-EXT - Senior Scientist,data,1
281,7600,919-BA-19824145-EXT-Assistant Healthcare Scientist,maintaining office machinery,1
282,15577,919-BA-25126561-EXT Senior Public Health Data Scientist,health data,1
283,1129,919-BA-35086689-EXT-GBS Project Juno Research Scientist,test development,1
284,12931,919-CM-1334188-EXT - Advanced Health Protection Practitioner,clinical supervision,1
285,6940,919-CP-35197935-EXT - Project Manager,leadership,1
286,2603,"919-CP-35197937-EXT Project Manager - Monitoring Evaluation Lead, Research & Analysis Lead",leadership,1
287,8042,919-GC-23080489-EXT Senior Communications Officer,creative communication campaigns,1
288,4637,919-GC-23081019-EXT Communications Officer,managing journalist relationships,1
289,12907,919-GC-26262402-INT Content Designer x2,product development,1
290,10339,919-GC-36535357-EXT Project Manager,project management,1
291,2921,919-HG-33197420-EX5 Senior Bioinformatician (Outbreaks),molecular testing,1
292,11858,919-HG-34115530-EX1 - Project Support Officer,version control,1
293,15571,919-HG-34115530-EX2 Quality Assurance Manager,auditting,1
294,13946,919-HG-35114881-EXT Senior Data Scientist,health data,1
295,2447,919-HG-35166492-EXT Senior Project Manager (COVID-19 Data),relationship building,1
296,10552,919-HG-36200888-EXT Epidemiology and Information Analyst,data analysis,1
297,3738,919-KC-20165460-EXT - Principal Cancer Intelligence Analyst,communication,1
298,2661,919-KC-21474179-INT - Senior Data Liaison Officer,communications and engagement,1
299,17486,919-KK-32125820-EXT Business and Project Support Officer,governance progammes,1
300,5598,919-KK-35390875-EXT Public Health Intelligence Analyst (Apprentice),disaster recovery,1
301,5598,919-KK-35390875-EXT Public Health Intelligence Analyst (Apprentice),health data,1
302,9353,919-LB-19304819-INT - Health and Wellbeing Manager,writing briefing notes,1
303,14798,919-LE-35115275-EXT      Operations Manager,relationship building,1
304,2783,919-LE-35152917-EXT Senior Data Scientist,data,1
305,9801,919-LE-35166478-EXT     Epidemiology and Information Analyst,auditting,1
306,1175,919-LE-37026763-EXT  Head of Governance,manage business relationships,1
307,15010,919-LO-10576269-EXT- Healthcare Scientist Specialist,project management,1
308,16074,919-LO-1332705-INT-Dosemeter Logistics Assistant Supervisor,produce guidance documents,1
309,9844,919-LO-1498444-EXT - Production supervisor,project management,1
310,847,919-LO-2220093-INT-Quality Control Scientist,auditting,1
311,2703,919-LO-27018791-INT- Quality Manager,auditting,1
312,16607,919-LO-30311947-INT-Project Administrator,file management,1
313,9417,919-LO-32152726-EXT-Bank Lab Technician,maintaining office machinery,1
314,12183,919-LO-34618643-EXT-Research Fellow,team matrix management,1
315,15653,919-LO-37548101-EXT-Project Officer - IHR project,risk monitoring,1
316,11791,919-MM-18864330-EXT - Quality Assurance Audit Officer,auditting,1
317,3026,919-MQ-37697720-EXT-Scientist (GI Surveillance),reporting risk,1
318,2915,919-NM-34115530-EX3 - Phlebotomist,maintaining office machinery,1
319,9666,919-NM-36918851-EX1 - Biomedical Scientist / Healthcare Practitioner,training course delivery,1
320,1743,919-NM-36918851-EX2 - Biomedical Scientist Specialist Practitioner,training course delivery,1
321,12828,919-NM-36918851-EX5 - Biomedical Scientist / Healthcare Practitioner,training course delivery,1
322,9590,919-R-34115530-EXT1 Consensus Project Officer,managing data quality,1
323,15852,919-RA-34115530-EX1 - Senior Data Analyst,managing data quality,1
324,6166,919-RA-34115530-EX3 Quality Assurance Manager,training workshops,1
325,3238,919-RA-37349627-EXT - Epidemiology and Information Analyst,"prioritise effectively, positions-constructively",1
326,14955,919-RD-25526961-EXT - Test Engineer,project control and reporting,1
327,2658,919-RD-27578157-EXT - Helpdesk Analyst,customer support,1
328,12490,919-RD-30362644-EXT- Surveillance Scientist (SEO) Immunisation,surveillance systems,1
329,15287,919-RR-35115020-EXT- Lead Data Scientist,programme design,1
330,3391,919-RS-13764048-EXT ICT Project Support Officer,spreadsheets,1
331,7876,919-SA-18077157-EXT QA Advisor,relationship building,1
332,9045,919-SA-34115530-EXT-Bioinformatics,software design,1
333,7324,919-SH-15827067-EXT Executive Assistant to Deputy Directors,written communication,1
334,2870,919-SH-18021088-EXT2 QA Audit Officer,auditting,1
335,1032,919-SH-18077157-EXT QA Advisor,clinical supervision,1
336,14150,919-SH-33448145-EXT-Senior Scientist,workforce planning,1
337,109,919-SM-1333153-EXT-Administration Officer,file management,1
338,3205,919-SM-29274500-EXT-Bacteriology Service Manager,data acquisition,1
339,6819,919-SM-30312450-EXT-Medical Laboratory Assistant,maintaining office machinery,1
340,11672,919-SM-4170259-EXT-Healthcare Scientist Support Worker,maintaining office machinery,1
341,6395,919-SM-6257670-EXT-Clinical Scientist,test development,1
342,7607,919-TA-1333862-EXT-Information Assistant,written communication,1
343,6274,919-TA-15017848-EXT-Healthcare Scientist,maintaining office machinery,1
344,6274,919-TA-15017848-EXT-Healthcare Scientist,communicating risk,1
345,6274,919-TA-15017848-EXT-Healthcare Scientist,data,1
346,3203,919-TA-1521930-EXT-Assistant Healthcare Scientist,ethical standards,1
347,16795,919-TA-24669193-EXT-NIS Global Health Programme Management Support,project risk management,1
348,10164,919-TA-30362660-EXT- Rabies/Immunoglobulin Nurse,written communication,1
349,5429,919-TA-32408813-EXT-Project Logistics Support Officer,delivery,1
350,5429,919-TA-32408813-EXT-Project Logistics Support Officer,local policy,1
351,5012,919-TA-35620330-INT Lead Project Manager - Long COVID,resource management tools,1
352,14466,91952 Grade 7 Strategic Resilience Adviser EAST OF ENGLAND REGION,sensitive material,1
353,1966,919RP-34115530-EXT Clerical Officer,auditting,1
354,3399,92582 - Infrastructure Engineer - Technology Asset Manager,software design,1
355,1861,92845 - Business Analyst,communicating risk,1
356,16742,93885 - Associate Digital Portfolio Manager,project management,1
357,16619,94768 - Senior Solutions Architect (Microsoft 365),governance,1
358,15980,:  Delivery Manager,dependency management,1
359,80,A1 (Grade 6) Chief of Staff for People and Operations Division (Open on Temporary Promotion until March 2021),providing constructive challenge,1
360,6524,A1 (Grade 6) Co-Lead Economic Partnership Agreements Team,relationship building,1
361,2474,A1 (Grade 6) Private Secretary to the Permanent Secretary,information asset management,1
362,10132,A1 (Grade 6) Senior Climate Adviser (Open on promotion),parliamentary government liaison,1
363,4845,A1/D7 (Grade 6) Deputy Head of Department and Corporate Team Leader FCDO-PRH Cabinet (Open on Level Transfer and Temporary Promotion),communication,1
364,6077,"A1/D7 (Grade 6) Deputy Head of Emerging Policy, Innovation and Capability Department (EPIC) and Emerging Tech & Innovation Cluster Co-Lead (Open on Level Transfer & Temporary Promotion)",change management,1
365,10450,A1/D7 (Grade 6) Head of Infrastructure Operations,supplier management,1
366,3647,A2 (Grade 7) Business Engagement Manager (ROSA),customer support,1
367,17391,A2 (Grade 7) Cyber Security Operations Manager (ROSA),auditting,1
368,16235,A2 (Grade 7) Deputy Private Secretary to the Permanent Secretary,communication,1
369,10899,A2 (Grade 7) Evidence Broker,user research,1
370,3883,A2 (Grade 7) Internal Audit Section Head,staff communication,1
371,14628,A2 (Grade 7) Low Carbon Development Advisor,evidence based policy,1
372,11009,A2 (Grade 7) Manufacturing and Infrastructure Investment Adviser (2 roles - 1 Uganda / 1 - Rwanda),staff communication,1
373,7531,A2 (Grade 7) Policy and Programme Adviser,local policy,1
374,14293,A2 (Grade 7) Senior Financial Accountant,continous improvement,1
375,11427,A2 (Grade 7) Senior Programme and Policy Manager,verbal communication,1
376,15527,A2 Administrative Officer,data,1
377,3786,A2 Apprentice - Administrative Officer -OR Nottingham,data,1
378,7679,A2 Apprentice Administrative Officer - OR Reading,case management,1
379,13785,A2 Apprentice Administrative Officer - OR Southampton,data,1
380,15634,A2 Apprentice Case Officer - 23 months FTA Cambridge & Ipswich,data,1
381,8638,"A2 Apprenticeship Business Administrator, Level 3  ( AO)  Chatham PPI Team",security,1
382,13592,A2 Identity & Access Management Service Owner - Q10766,teamwork,1
383,13592,A2 Identity & Access Management Service Owner - Q10766,project management,1
384,6085,"A2/A0, Admin Officer, Birmingham",financial controls,1
385,419,A2/AO Customer Service Advisor,management system software,1
386,11438,A2/AO Public Service Operational Delivery Apprenticeship - Level 3,data,1
387,10731,"A2/AO, Apprentice Administrative Officer - Croydon",data,1
